Timeline,Start_time,Duration,Athlete,Trick_number,Amplitude,Side,Run_rating,Feature_list,Combo_list,Competition_run,Speed_rating,Score,Trick_speed_rating,Start,Trick_rating_list,Trick_list
2018 Nanjing Mens Semi,4444.708728,6.36,Anderson Trick,36,6ft+,FS,,6ft Transition,,,,,Aggressive,,Benchmark,"Lip Slide, Losi, Combo"
2018 Nanjing Mens Semi,4450.068728,5.76,Anderson Trick,37,1ft,FS,,Flat Bank,,,,,Technical,,Clean,"Boneless, Air Walk, Truck Bash, Combo"
2018 Nanjing Mens Semi,4454.828728,2.583355556,Anderson Trick,38,,,Clean,,,,Technical,52.01,,,,
2018 Nanjing Mens Semi,4836.08628,4.98394536,Anderson Trick,39,5ft,BS,,Hip,,"Semi Final, Run 4",,,Aggressive,"Roll In, 9ft Transition",Benchmark,"Mute, Combo"
2018 Nanjing Mens Semi,4840.070225,3.900569191,Anderson Trick,40,5ft,BS,,"Spine Transfer, Love Seat",Feature Combo,,,,Aggressive,,Benchmark,"Ollie, Crooked Grind, Combo"
2018 Nanjing Mens Semi,4842.970794,4.608907302,Anderson Trick,41,1ft,FS,,Flat Bank,,,,,Flow,,Clean,"Alley Oop, Ollie"
2018 Nanjing Mens Semi,4846.579702,3.369026031,Anderson Trick,42,3ft,FS,,Ski Jump Hip,,,,,Flow,,Clean,Finger Flip
2018 Nanjing Mens Semi,4848.948728,3.907266667,Anderson Trick,43,3ft,FS,,Deep Bowl Wall,,,,,Flow,,Clean,Madonna
2018 Nanjing Mens Semi,4851.855994,3.652244444,Anderson Trick,44,2ft,FS,,Ski Jump Hip,,,,,Flow,,Benchmark,"Air Walk, Lein Air, Combo"
2018 Nanjing Mens Semi,4854.508239,3.831455556,Anderson Trick,45,6ft+,FS,,Corners,,,,,Aggressive,,Benchmark,Nose Grind
2018 Nanjing Mens Semi,4857.339694,4.521611111,Anderson Trick,46,1ft,FS,Bail,Ski Jump Hip,,,Flow,47.02,Flow,,Sketchy,Imposible Sweeper
2018 Nanjing Mens Semi,8318.860422,10.13957778,Barros Trick,1,2ft,FS,,"Flat Bank, Hip",Feature Combo,"Semi Final, Run 1",,,Aggressive,"Drop In, Flat Bank",Benchmark,Ollie
2018 Nanjing Mens Semi,8328,5.049166667,Barros Trick,2,6ft+,FS,,Deep Bowl Corner,,,,,Aggressive,,Benchmark,Smith
2018 Nanjing Mens Semi,8332.049167,4.270833333,Barros Trick,3,4ft,BS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Aggressive,,Benchmark,Backside Air
2018 Nanjing Mens Semi,8335.32,4.526466667,Barros Trick,4,6ft+,BS,,Love Seat,,,,,Aggressive,,Benchmark,Smith
2018 Nanjing Mens Semi,8338.846467,4.910184162,Barros Trick,5,6ft+,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Indy
2018 Nanjing Mens Semi,8342.756651,3.363349171,Barros Trick,6,5ft,FS,,Ski Jump,,,,,Aggressive,,Benchmark,Frontside Air
2018 Nanjing Mens Semi,8345.12,3.4,Barros Trick,7,5ft,BS,,Hip,,,,,Aggressive,,Benchmark,"Alley Oop, Indy"
2018 Nanjing Mens Semi,8347.52,3.4,Barros Trick,8,4ft,FS,,"Escalator, Hip Transfer, Flat Bank",Feature Combo,,,,Aggressive,,Benchmark,5-0 Stand Up
2018 Nanjing Mens Semi,8349.92,5.04,Barros Trick,9,5ft,FS,,9ft Transition,,,,,Aggressive,,Clean,"Melon, Lein Air, Combo"
2018 Nanjing Mens Semi,8353.96,4.72,Barros Trick,10,2ft,FS,,Flat Bank,,,,,Flow,,Clean,Ollie
2018 Nanjing Mens Semi,8357.68,3.56,Barros Trick,11,5ft,FS,,Ski Jump Hip,,,,,Aggressive,,Benchmark,"Alley Oop, Frontside Air, Disaster, Combo"
2018 Nanjing Mens Semi,8360.24,4.018155556,Barros Trick,12,1ft,BS,,Deep Bowl Wall,,,,,Flow,,Clean,"Rockslide, Fakie"
2018 Nanjing Mens Semi,8363.258156,4.204411111,Barros Trick,13,,,Outstanding,,,,Aggressive,78.33,,,,
2018 Nanjing Mens Semi,8899.243544,8.630522222,Barros Trick,14,4ft,FS,Bail,"Flat Bank, Hip",Feature Combo,"Semi Final, Run 2",Aggressive,1.93,Aggressive,"Roll In, Flat Bank",Sketchy,Frontside Air
2018 Nanjing Mens Semi,9172.155634,10.19115501,Barros Trick,15,3ft,FS,,Flat Bank,,"Semi Final, Run 3",,,Flow,"Drop In, Flat Bank",Clean,Ollie
2018 Nanjing Mens Semi,9181.346789,4.568133333,Barros Trick,16,6ft+,FS,,Deep Bowl Corner,,,,,Aggressive,,Benchmark,Smith
2018 Nanjing Mens Semi,9184.914922,4.972911111,Barros Trick,17,4ft,BS,Bail,"Hip Transfer, Flat Bank",Feature Combo,,Aggressive,23.34,Aggressive,,Sketchy,"Kickflip, Indy, Combo"
2018 Nanjing Mens Semi,9599.39648,8.283519597,Barros Trick,18,3ft,FS,,Flat Bank,,"Semi Final, Run 4",,,Aggressive,"Drop In, Flat Bank",Benchmark,Ollie
2018 Nanjing Mens Semi,9606.68,4.515644444,Barros Trick,19,6ft+,FS,,Deep Bowl Corner,,,,,Aggressive,,Benchmark,Smith
2018 Nanjing Mens Semi,9610.195644,4.444355556,Barros Trick,20,4ft,BS,Bail,"Hip Transfer, Flat Bank",,,Aggressive,23.33,Aggressive,,Sketchy,"Kickflip, Indy, Combo"
2018 Nanjing Mens Semi,8289.44,5.628066667,Bolian Trick,1,5ft,FS,,Flat Bank,,"Semi Final, Run 1",,,Aggressive,"Drop In, Flat Bank",Clean,Boneless
2018 Nanjing Mens Semi,8289.706445,0.99993426,Bolian Trick,2,,,,,,,,,,,,
2018 Nanjing Mens Semi,8294.068067,3.794855556,Bolian Trick,3,5ft,FS,Bail,Ski Jump Hip,,,Flow,10.67,Aggressive,,Sketchy,"Alley Oop, Frontside Air"
2018 Nanjing Mens Semi,8780.874194,6.664484131,Bolian Trick,4,4ft,FS,,Flat Bank,,"Semi Final, Run 2",,,Flow,"Drop In, Flat Bank",Clean,Boneless
2018 Nanjing Mens Semi,8786.538678,3.501322222,Bolian Trick,5,5ft,FS,,Ski Jump Hip,,,,,Aggressive,,Benchmark,"Alley Oop, Backside Air, Nosebone, Combo"
2018 Nanjing Mens Semi,8789.04,3.76,Bolian Trick,6,2ft,BS,,Deep Bowl Wall,,,,,Flow,,Clean,"Nose Grab, Disaster, Combo"
2018 Nanjing Mens Semi,8791.8,3.945444444,Bolian Trick,7,2ft,BS,,Spine,,,,,Flow,,Clean,5-0 Stand Up
2018 Nanjing Mens Semi,8794.745444,5.214555556,Bolian Trick,8,5ft,FS,,Ski Jump Hip,,,,,Aggressive,,Clean,Stalefish
2018 Nanjing Mens Semi,8798.96,3.591255556,Bolian Trick,9,1ft,BS,,Deep Bowl Wall,,,,,Flow,,Clean,Decker
2018 Nanjing Mens Semi,8801.551256,3.648744444,Bolian Trick,10,3ft,FS,,Ski Jump Hip,,,,,Flow,,Clean,"Lein Air, Melon, Combo"
2018 Nanjing Mens Semi,8804.2,4.9505,Bolian Trick,11,6ft+,FS,,Corners,,,,,Aggressive,,Benchmark,50-50
2018 Nanjing Mens Semi,8808.1505,3.4895,Bolian Trick,12,4ft,BS,,Hip,,,,,Aggressive,,Clean,540 Melon
2018 Nanjing Mens Semi,8810.64,3.477066667,Bolian Trick,13,3ft,BS,,Spine,,,,,Flow,,Clean,"Feeble, Fakie"
2018 Nanjing Mens Semi,8813.117067,3.682933333,Bolian Trick,14,1ft,FS,,Hip,,,,,Technical,,Benchmark,"180 Halfcab, 5-0 Stand Up, Fakie"
2018 Nanjing Mens Semi,8815.8,3.712888889,Bolian Trick,15,1ft,BS,,6ft Transition,,,,,Flow,,Clean,Ching Ching
2018 Nanjing Mens Semi,8818.512889,4.007111111,Bolian Trick,16,1ft,BS,Bail,6ft Transition,,,Flow,71.11,Flow,,Sketchy,"Fakie, Big Spin, Decker, Combo"
2018 Nanjing Mens Semi,9092.36,4.356177778,Bolian Trick,17,5ft,FS,,Flat Bank,,"Semi Final, Run 3",,,Aggressive,"Drop In, Flat Bank",Clean,Boneless
2018 Nanjing Mens Semi,9095.716178,3.443822222,Bolian Trick,18,6ft+,FS,,Ski Jump Hip,,,,,Aggressive,,Benchmark,"Alley Oop, Nosebone, Combo"
2018 Nanjing Mens Semi,9098.16,3.907422222,Bolian Trick,19,3ft,BS,,Deep Bowl Wall,,,,,Flow,,Clean,Bodyjar
2018 Nanjing Mens Semi,9101.067422,3.9141,Bolian Trick,20,2ft,BS,,Spine,,,,,Flow,,Clean,5-0 Stand Up
2018 Nanjing Mens Semi,9103.981522,4.938477778,Bolian Trick,21,5ft,FS,,Ski Jump Hip,,,,,Aggressive,,Benchmark,"Melon, Lein Air, Combo"
2018 Nanjing Mens Semi,9107.92,3.765722222,Bolian Trick,22,3ft,BS,,Deep Bowl Wall,,,,,Flow,,Clean,Smith
2018 Nanjing Mens Semi,9110.685722,3.754277778,Bolian Trick,23,5ft,FS,,Ski Jump Hip,,,,,Aggressive,,Clean,Frontside Air
2018 Nanjing Mens Semi,9113.44,5.071266667,Bolian Trick,24,6ft+,FS,,Corners,,,,,Aggressive,,Benchmark,50-50
2018 Nanjing Mens Semi,9117.511267,3.608733333,Bolian Trick,25,4ft,BS,,Hip,,,,,Aggressive,,Clean,540 Melon
2018 Nanjing Mens Semi,9120.12,3.366133333,Bolian Trick,26,3ft,BS,,Spine,,,,,Flow,,Clean,"Feeble, Fakie"
2018 Nanjing Mens Semi,9122.486133,3.701555556,Bolian Trick,27,1ft,FS,,Hip,,,,,Technical,,Benchmark,"180 Halfcab, 5-0 Stand Up, Fakie, Combo"
2018 Nanjing Mens Semi,9125.187689,3.892311111,Bolian Trick,28,1ft,BS,,6ft Transition,,,,,Technical,,Clean,"Fakie, Ollie, Losi, Smith, Combo"
2018 Nanjing Mens Semi,9128.08,3.72,Bolian Trick,29,1ft,FS,Bail,6ft Transition,,,Flow,71.22,Flow,,Sketchy,Frontflip
2018 Nanjing Mens Semi,9550.231511,9.328488889,Bolian Trick,30,5ft,FS,,Flat Bank,,"Semi Final, Run 4",,,Aggressive,"Drop In, Flat Bank",Clean,Boneless
2018 Nanjing Mens Semi,9558.56,3.56,Bolian Trick,31,6ft+,FS,,Ski Jump Hip,,,,,Aggressive,,Benchmark,"Alley Oop, Frontside Air"
2018 Nanjing Mens Semi,9561.12,3.681322222,Bolian Trick,32,3ft,BS,,Deep Bowl Wall,,,,,Flow,,Clean,Bodyjar
2018 Nanjing Mens Semi,9563.801322,4.035233333,Bolian Trick,33,2ft,BS,,Spine,,,,,Flow,,Clean,5-0 Stand Up
2018 Nanjing Mens Semi,9566.836556,5.519022222,Bolian Trick,34,5ft,BS,Bail,Ski Jump Hip,,,Flow,32.33,Aggressive,,Sketchy,"Alley Oop, Indy"
2018 Nanjing Mens Semi,5538.557139,5.522860584,Bottger Trick,1,5ft,BS,,Deep Bowl Wall,,"Semi Final, Run 1",,,Aggressive,"Roll In, 9ft Transition",Benchmark,540 Mute
2018 Nanjing Mens Semi,5543.08,7.988288889,Bottger Trick,2,2ft,FS,,"9ft Transition, Flat Bank",Feature Combo,,,,Flow,,Clean,"Roll Out, Boneless, Combo"
2018 Nanjing Mens Semi,5550.068289,3.731711111,Bottger Trick,3,3ft,FS,,9ft Transition,,,,,Flow,,Clean,Madonna
2018 Nanjing Mens Semi,5552.8,3.36,Bottger Trick,4,2ft,BS,,6ft Transition,,,,,Flow,,Clean,Tailslide
2018 Nanjing Mens Semi,5555.16,1,Bottger Trick,5,,,,,,,,,,,,
2018 Nanjing Mens Semi,5555.16,8.4,Bottger Trick,6,3ft,BS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Aggressive,,Clean,"Alley Oop, Judo"
2018 Nanjing Mens Semi,5562.56,3.32,Bottger Trick,7,3ft,FS,,Ski Jump Hip,,,,,Flow,,Clean,"Frontside Air, 360"
2018 Nanjing Mens Semi,5564.88,4.112166667,Bottger Trick,8,1ft,BS,,Deep Bowl Wall,,,,,Flow,,Clean,"Cab, Heelflip, Indy, Combo"
2018 Nanjing Mens Semi,5567.992167,8.316222222,Bottger Trick,9,2ft,BS,,Ski Jump Hip,,,,,Flow,,Clean,"Kickflip, Indy, Combo"
2018 Nanjing Mens Semi,5575.308389,3.874444444,Bottger Trick,10,1ft,BS,,Deep Bowl Wall,,,,,Flow,,Clean,"Judo, 360"
2018 Nanjing Mens Semi,5578.182833,4.777166667,Bottger Trick,11,,,Clean,,,,Flow,73,,,,
2018 Nanjing Mens Semi,6131.697114,5.942886053,Bottger Trick,12,4ft,BS,,Deep Bowl Wall,,"Semi Final, Run 2",,,Flow,"Roll In, 9ft Transition",Clean,Nose Grab
2018 Nanjing Mens Semi,6136.64,7.165922222,Bottger Trick,13,2ft,FS,,"9ft Transition, Platform Obstacle, Flat Bank",Feature Combo,,,,Flow,,Clean,"Roll Out, Boneless"
2018 Nanjing Mens Semi,6142.805922,3.714077778,Bottger Trick,14,3ft,FS,,9ft Transition,,,,,Flow,,Benchmark,"Lein Air, Indy, Disaster, Combo"
